,movieId,title,rating,userId
7,2997,Being John Malkovich (1999),,200957
8,4027,"O Brother, Where Art Thou? (2000)",,200957
0,1399,Marvin's Room (1996),,197951
1,4298,Rififi (Du rififi chez les hommes) (1955),,197951
2,5407,"Bûche, La (1999)",,197951
3,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,197951
4,26280,Traffic (Trafic) (1971),,197951
5,27174,Without Evidence (1995),,197951
6,97184,588 Rue Paradis (Mother) (1992),,197951
7,124352,I Was Monty's Double (1958),,197951
8,136966,Murder Without Motive: The Edmund Perry Story (1992),,197951
9,171051,Without Evidence (1995),,197951
0,39,Clueless (1995),,109230
1,1586,G.I. Jane (1997),,109230
2,1674,Witness (1985),,109230
3,1754,Fallen (1998),,109230
4,2517,Christine (1983),,109230
5,2986,RoboCop 2 (1990),,109230
6,3827,Space Cowboys (2000),,109230
7,5928,"Border, The (1982)",,109230
8,6242,Ringu (Ring) (1998),,109230
9,6454,Music Box (1989),,109230
0,1549,Rough Magic (1995),,135679
1,2171,Next Stop Wonderland (1998),4.0,135679
2,4569,Best of the Best 2 (1993),,135679
3,5727,Deadly Blessing (1981),,135679
4,5928,"Border, The (1982)",,135679
5,6131,Some Kind of Hero (1982),,135679
6,34464,Christmas in August (Palwolui Christmas) (1998),,135679
7,52199,Damnation (Karhozat) (1987),,135679
8,84094,Beware of a Holy Whore (Warnung vor einer heiligen Nutte) (1971),,135679
9,86312,"Mouse on the Moon, The (1963)",,135679
0,2,Jumanji (1995),3.0,138638
1,344,Ace Ventura: Pet Detective (1994),,138638
2,899,Singin' in the Rain (1952),,138638
3,1059,William Shakespeare's Romeo + Juliet (1996),,138638
4,2145,Pretty in Pink (1986),,138638
5,3481,High Fidelity (2000),,138638
6,3948,Meet the Parents (2000),2.5,138638
7,5008,Witness for the Prosecution (1957),,138638
0,2008,"This World, Then the Fireworks (1997)",,195986
1,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),,195986
2,6457,Sink the Bismark! (1960),,195986
3,6676,Incident at Oglala (1992),,195986
4,7400,Beyond the Stars (1989),,195986
5,59935,Flesh Gordon (1974),,195986
6,79213,Sade (2000),,195986
7,124352,I Was Monty's Double (1958),,195986
8,137078,Stranger in My House (1999),,195986
9,163194,Davy Crockett and the River Pirates (1956),,195986
0,1489,Cats Don't Dance (1997),,103482
1,1993,Child's Play 3 (1991),,103482
2,2053,"Honey, I Blew Up the Kid (1992)",,103482
3,2890,Three Kings (1999),,103482
4,6457,Sink the Bismark! (1960),,103482
5,6782,Leningrad Cowboys Go America (1989),,103482
6,27192,"Prophecy 3: The Ascent, The (2000)",,103482
7,51279,"Boxer from Shantung, The (Ma yong zhen) (1972)",,103482
8,178013,The Boxer from Shantung (1972),,103482
0,1965,Repo Man (1984),,126637
1,2516,Children of the Corn III (1994),,126637
2,4931,Don't Go in the House (1980),,126637
3,4953,"People That Time Forgot, The (1977)",,126637
4,26267,Get to Know Your Rabbit (1972),,126637
5,26792,Sidekicks (1992),,126637
6,103380,A Coming-Out Party (1961),,126637
7,106672,Club Fed (1990),,126637
8,137078,Stranger in My House (1999),,126637
9,141808,A Summer to Remember (1960),,126637
0,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),,199252
1,2516,Children of the Corn III (1994),,199252
2,7011,"Bullfighter, The (Matador) (1986)",,199252
3,7618,Chaplin (1992),,199252
4,8447,This Island Earth (1955),,199252
5,26267,Get to Know Your Rabbit (1972),,199252
6,31747,The Boyfriend School (1990),,199252
7,103380,A Coming-Out Party (1961),,199252
8,106672,Club Fed (1990),,199252
9,164230,Money Play$ (1998),,199252
0,10,GoldenEye (1995),,112924
1,916,Roman Holiday (1953),,112924
2,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",,112924
3,1653,Gattaca (1997),,112924
4,2167,Blade (1998),,112924
5,2231,Rounders (1998),,112924
6,2701,Wild Wild West (1999),,112924
7,2890,Three Kings (1999),,112924
8,6497,Is Paris Burning? (Paris brûle-t-il?) (1966),,112924
9,7387,Dawn of the Dead (1978),,112924
0,2008,"This World, Then the Fireworks (1997)",,126593
1,6806,Time and Tide (Seunlau Ngaklau) (2000),,126593
2,7618,Chaplin (1992),,126593
3,8772,"Spy Who Came in from the Cold, The (1965)",,126593
4,37683,Chapter Two (1979),,126593
5,124352,I Was Monty's Double (1958),,126593
6,137078,Stranger in My House (1999),,126593
7,152047,Dunkirk (1958),,126593
8,153084,Love on the Ground (1984),,126593
9,166611,A Dangerous Man: Lawrence After Arabia (1992),,126593
0,122,Boomerang (1992),,132221
1,3103,Stanley & Iris (1990),,132221
2,3584,Breathless (1983),,132221
3,8668,Some Girl (1998),,132221
4,8772,"Spy Who Came in from the Cold, The (1965)",,132221
5,104043,Two Guys Talkin' About Girls (1995),,132221
6,140799,Truck Turner (1974),,132221
7,147310,Under the Gun (1995),,132221
0,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),,142676
1,288,Natural Born Killers (1994),1.5,142676
2,541,Blade Runner (1982),3.0,142676
3,733,"Rock, The (1996)",3.0,142676
4,1193,One Flew Over the Cuckoo's Nest (1975),2.0,142676
5,1274,Akira (1988),,142676
6,1304,Butch Cassidy and the Sundance Kid (1969),,142676
7,1682,"Truman Show, The (1998)",3.5,142676
8,7022,Battle Royale (Batoru rowaiaru) (2000),,142676
9,7771,Zorba the Greek (Alexis Zorbas) (1964),,142676
