,movieId,rating,title,userId
2,1172,,Cinema Paradiso (Nuovo cinema Paradiso) (1989),140826
3,8772,,"Spy Who Came in from the Cold, The (1965)",140826
4,1059,,William Shakespeare's Romeo + Juliet (1996),140826
5,46578,,Little Miss Sunshine (2006),140826
6,168250,3.5,Get Out (2017),140826
7,69757,5.0,(500) Days of Summer (2009),140826
8,5021,,Murder by Death (1976),140826
9,68319,,X-Men Origins: Wolverine (2009),140826
0,5370,,Big Bad Mama II (1987),145081
1,175705,,Themroc (1973),145081
2,6421,,"Rare Breed, The (1966)",145081
3,7147,,Big Fish (2003),145081
4,7251,,Where the Day Takes You (1992),145081
5,121727,,Samurai Vendetta (1959),145081
6,6613,,"Day of the Dolphin, The (1973)",145081
7,4500,,Drowning by Numbers (1988),145081
8,218,,Boys on the Side (1995),145081
9,72583,,Brightness (Yeelen) (1987),145081
0,51662,5.0,300 (2007),140824
1,54286,5.0,"Bourne Ultimatum, The (2007)",140824
2,104245,,Planes (2013),140824
3,6593,,Freaky Friday (2003),140824
4,141950,,6 Years (2015),140824
5,70410,,"Killing Room, The (2009)",140824
6,153816,,Tashan (2008),140824
7,91707,,In the Land of Blood and Honey (2011),140824
8,100452,,"Devil's Tomb, The (2009)",140824
9,6281,4.5,Phone Booth (2002),140824
0,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),140825
1,73321,,"Book of Eli, The (2010)",140825
2,111364,,Godzilla (2014),140825
3,30793,,Charlie and the Chocolate Factory (2005),140825
4,106916,,American Hustle (2013),140825
5,1213,,Goodfellas (1990),140825
6,37720,,"Exorcism of Emily Rose, The (2005)",140825
7,103249,,World War Z (2013),140825
8,94478,,Dark Shadows (2012),140825
0,56174,,I Am Legend (2007),140823
1,117529,,Jurassic World (2015),140823
2,5816,,Harry Potter and the Chamber of Secrets (2002),140823
3,122912,,Avengers: Infinity War - Part I (2018),140823
4,60069,,WALL·E (2008),140823
5,91529,,"Dark Knight Rises, The (2012)",140823
6,91500,,The Hunger Games (2012),140823
7,2329,,American History X (1998),140823
8,94864,,Prometheus (2012),140823
9,47,,Seven (a.k.a. Se7en) (1995),140823
0,108156,,Ride Along (2014),199627
1,69278,,Land of the Lost (2009),199627
2,61248,,Death Race (2008),199627
3,162662,,Hockney (2014),199627
4,104361,,Ain't Them Bodies Saints (2013),199627
5,96691,,Resident Evil: Retribution (2012),199627
6,58879,,Shine a Light (2008),199627
7,84525,,Virus X (2010),199627
8,78349,,Exam (2009),199627
0,5872,,Die Another Day (2002),140815
1,113348,,Teenage Mutant Ninja Turtles (2014),140815
2,49651,,Rocky Balboa (2006),140815
3,4367,,Lara Croft: Tomb Raider (2001),140815
4,64969,,Yes Man (2008),140815
5,49284,,10 Items or Less (2006),140815
6,80775,,Tamara Drewe (2010),140815
7,158528,,The Shallows (2016),140815
8,40815,,Harry Potter and the Goblet of Fire (2005),140815
9,167544,,Patriots Day (2016),140815
0,69278,,Land of the Lost (2009),135138
1,8644,,"I, Robot (2004)",135138
2,163384,,Ripoux 3 (2003),135138
3,47472,,We Jam Econo,135138
4,183037,,We Jam Econo: The Story of the Minutemen (2005),135138
5,162662,,Hockney (2014),135138
6,99861,,Jesse Stone: Sea Change (2007),135138
7,67799,,The Butterfly Effect 3: Revelations (2009),135138
8,58879,,Shine a Light (2008),135138
9,84525,,Virus X (2010),135138
0,6280,,"Man Apart, A (2003)",138244
1,4531,,Red Heat (1988),138244
2,6709,,Once Upon a Time in Mexico (2003),138244
3,70133,,"Answer Man, The (a.k.a. Arlen Faber) (2009)",138244
4,78370,,How to Be (2008),138244
5,79702,,Scott Pilgrim vs. the World (2010),138244
6,3674,,For the Love of Benji (1977),138244
7,8645,,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",138244
8,74287,,"Donner Party, The (2009)",138244
9,139120,,Mustang (2015),138244
0,50821,,Billy the Kid vs. Dracula (1966),159173
1,133798,,Hot Pursuit (2015),159173
2,32296,,Miss Congeniality 2: Armed and Fabulous (2005),159173
3,93287,,"Big Year, The (2011)",159173
4,108529,,Vizontele Tuuba (2004),159173
5,2008,,"This World, Then the Fireworks (1997)",159173
6,6881,,Pieces of April (2003),159173
7,104361,,Ain't Them Bodies Saints (2013),159173
8,5021,,Murder by Death (1976),159173
9,136966,,Murder Without Motive: The Edmund Perry Story (1992),159173
0,5445,,Minority Report (2002),145430
1,77561,,Iron Man 2 (2010),145430
2,88125,,Harry Potter and the Deathly Hallows: Part 2 (2011),145430
3,8644,,"I, Robot (2004)",145430
4,122904,,Deadpool (2016),145430
5,106782,,"Wolf of Wall Street, The (2013)",145430
6,106916,,American Hustle (2013),145430
7,81591,,Black Swan (2010),145430
8,48516,,"Departed, The (2006)",145430
9,32587,,Sin City (2005),145430
0,1676,,Starship Troopers (1997),140814
1,2542,,"Lock, Stock & Two Smoking Barrels (1998)",140814
2,435,,Coneheads (1993),140814
3,4954,,Ocean's Eleven (a.k.a. Ocean's 11) (1960),140814
4,20,,Money Train (1995),140814
5,1399,,Marvin's Room (1996),140814
6,1213,,Goodfellas (1990),140814
7,1404,,Night Falls on Manhattan (1996),140814
8,111,,Taxi Driver (1976),140814
9,4135,,"Monster Squad, The (1987)",140814
0,95167,,Brave (2012),140813
1,8644,,"I, Robot (2004)",140813
2,79702,,Scott Pilgrim vs. the World (2010),140813
3,8529,,"Terminal, The (2004)",140813
4,119145,,Kingsman: The Secret Service (2015),140813
5,48394,,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",140813
6,164179,,Arrival (2016),140813
7,93840,,"Cabin in the Woods, The (2012)",140813
0,61248,,Death Race (2008),144144
1,82169,,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",144144
2,79702,,Scott Pilgrim vs. the World (2010),144144
3,6593,,Freaky Friday (2003),144144
4,157296,,Finding Dory (2016),144144
5,119145,,Kingsman: The Secret Service (2015),144144
6,8622,,Fahrenheit 9/11 (2004),144144
7,99007,,Warm Bodies (2013),144144
8,111622,,Begin Again (2013),144144
0,541,,Blade Runner (1982),140819
1,7076,,Bullitt (1968),140819
2,4531,,Red Heat (1988),140819
3,6628,,Hot Dog... The Movie (1984),140819
4,3674,,For the Love of Benji (1977),140819
5,79213,,Sade (2000),140819
6,118718,,White Mischief (1987),140819
7,3958,,Billy Jack Goes to Washington (1977),140819
8,2167,,Blade (1998),140819
9,161948,,Tibetana,140819
0,56174,2.0,I Am Legend (2007),134371
1,5463,,Reign of Fire (2002),134371
2,26776,,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),134371
3,1206,5.0,"Clockwork Orange, A (1971)",134371
4,1399,,Marvin's Room (1996),134371
5,149334,,Nocturnal Animals,134371
6,57534,,"Eye, The (2008)",134371
7,102880,,After Earth (2013),134371
8,115667,,"Love, Rosie (2014)",134371
9,135795,,Mardaani (2014),134371
0,56174,,I Am Legend (2007),140818
1,54286,2.5,"Bourne Ultimatum, The (2007)",140818
2,114180,,"Maze Runner, The (2014)",140818
3,111364,,Godzilla (2014),140818
4,6711,3.5,Lost in Translation (2003),140818
5,79702,,Scott Pilgrim vs. the World (2010),140818
6,4776,4.0,Training Day (2001),140818
7,119145,,Kingsman: The Secret Service (2015),140818
8,8622,5.0,Fahrenheit 9/11 (2004),140818
9,94864,,Prometheus (2012),140818
0,6156,,Shanghai Knights (2003),183258
1,76251,,Kick-Ass (2010),183258
2,54999,,Shoot 'Em Up (2007),183258
3,1248,,Touch of Evil (1958),183258
4,3103,,Stanley & Iris (1990),183258
5,141950,,6 Years (2015),183258
6,81314,,Big Game (2008),183258
7,66240,,Dead Like Me: Life After Death (2009),183258
8,84525,,Virus X (2010),183258
9,139813,,Sand Castles (2014),183258
0,85414,,Source Code (2011),126299
1,122900,,Ant-Man (2015),126299
2,68954,,Up (2009),126299
3,96079,,Skyfall (2012),126299
4,4306,,Shrek (2001),126299
5,59369,,Taken (2008),126299
6,119145,,Kingsman: The Secret Service (2015),126299
7,64957,,"Curious Case of Benjamin Button, The (2008)",126299
8,88129,,Drive (2011),126299
9,84152,,Limitless (2011),126299
0,120799,3.5,Terminator Genisys (2015),133749
1,34048,2.0,War of the Worlds (2005),133749
2,51077,,Ghost Rider (2007),133749
3,111364,4.5,Godzilla (2014),133749
4,111659,,Maleficent (2014),133749
5,44199,,Inside Man (2006),133749
6,107406,,Snowpiercer (2013),133749
7,62374,,Body of Lies (2008),133749
8,64622,3.5,"Reader, The (2008)",133749
9,56941,,P.S. I Love You (2007),133749
0,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),136275
1,100163,,Hansel & Gretel: Witch Hunters (2013),136275
2,103141,,Monsters University (2013),136275
3,122898,,Justice League (2017),136275
4,140174,,Room (2015),136275
5,47610,,"Illusionist, The (2006)",136275
6,64622,,"Reader, The (2008)",136275
7,162606,,The Accountant (2016),136275
8,63113,,Quantum of Solace (2008),136275
9,162580,,Paradise (2015),136275
0,541,,Blade Runner (1982),140807
1,1291,,Indiana Jones and the Last Crusade (1989),140807
2,2324,,Life Is Beautiful (La Vita è bella) (1997),140807
3,1573,,Face/Off (1997),140807
4,1206,,"Clockwork Orange, A (1971)",140807
5,1193,,One Flew Over the Cuckoo's Nest (1975),140807
6,364,,"Lion King, The (1994)",140807
7,2329,,American History X (1998),140807
8,1717,,Scream 2 (1997),140807
9,47,,Seven (a.k.a. Se7en) (1995),140807
0,85510,,Sucker Punch (2011),164834
1,152081,,Zootopia (2016),164834
2,111364,,Godzilla (2014),164834
3,99731,,Dabangg 2 (2012),164834
4,136914,,RISE (2014),164834
5,5388,,Insomnia (2002),164834
6,107406,,Snowpiercer (2013),164834
7,115713,,Ex Machina (2015),164834
8,53953,,1408 (2007),164834
9,104374,,About Time (2013),164834
0,73017,,Sherlock Holmes (2009),134231
1,81834,,Harry Potter and the Deathly Hallows: Part 1 (2010),134231
2,68358,,Star Trek (2009),134231
3,54001,,Harry Potter and the Order of the Phoenix (2007),134231
4,8644,,"I, Robot (2004)",134231
5,88405,,Friends with Benefits (2011),134231
6,106916,,American Hustle (2013),134231
7,119145,,Kingsman: The Secret Service (2015),134231
8,69757,,(500) Days of Summer (2009),134231
9,63082,,Slumdog Millionaire (2008),134231
0,33098,,Ike: Countdown to D-Day (2004),147422
1,8644,,"I, Robot (2004)",147422
2,49284,,10 Items or Less (2006),147422
3,8529,,"Terminal, The (2004)",147422
4,2423,,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),147422
5,106916,,American Hustle (2013),147422
6,6131,,Some Kind of Hero (1982),147422
7,34464,,Christmas in August (Palwolui Christmas) (1998),147422
8,52199,,Damnation (Karhozat) (1987),147422
9,1609,,187 (One Eight Seven) (1997),147422
0,56174,,I Am Legend (2007),140800
1,82169,,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",140800
2,164765,,Love Finds You In Sugarcreek (2014),140800
3,6249,,Boat Trip (2003),140800
4,8622,,Fahrenheit 9/11 (2004),140800
5,48394,,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",140800
6,40815,5.0,Harry Potter and the Goblet of Fire (2005),140800
7,165613,,Whitney (2015),140800
8,63082,,Slumdog Millionaire (2008),140800
9,164179,4.5,Arrival (2016),140800
0,51662,3.0,300 (2007),140611
1,1019,,"20,000 Leagues Under the Sea (1954)",140611
2,79702,3.0,Scott Pilgrim vs. the World (2010),140611
3,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),140611
4,39818,,"Swindle, The (Bidone, Il) (1955)",140611
5,1059,,William Shakespeare's Romeo + Juliet (1996),140611
6,1840,,He Got Game (1998),140611
7,2167,5.0,Blade (1998),140611
8,1609,,187 (One Eight Seven) (1997),140611
9,5343,,"Temp, The (1993)",140611
0,6350,,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),132830
1,47460,,Peking Opera Blues (Do ma daan) (1986),132830
2,1585,,Love Serenade (1996),132830
3,7486,,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),132830
4,8772,,"Spy Who Came in from the Cold, The (1965)",132830
5,5960,,Bad Influence (1990),132830
6,122,,Boomerang (1992),132830
7,2840,,Stigmata (1999),132830
0,51662,,300 (2007),140694
1,119141,,The Interview (2014),140694
2,8644,4.0,"I, Robot (2004)",140694
3,106916,,American Hustle (2013),140694
4,2997,,Being John Malkovich (1999),140694
5,2167,3.5,Blade (1998),140694
6,93363,4.5,John Carter (2012),140694
7,8949,,Sideways (2004),140694
8,1609,,187 (One Eight Seven) (1997),140694
9,32029,,Hostage (2005),140694
0,106599,,Breakout (2013),146426
1,117158,,"Nono, the Zigzag Kid (2012)",146426
2,5321,,"Triumph of Love, The (2001)",146426
3,106254,,Boy Wonder (2010),146426
4,162662,,Hockney (2014),146426
5,137054,,Daniels Daughter (2008),146426
6,5951,,Morvern Callar (2002),146426
7,95939,,"Angels' Share, The (2012)",146426
8,89635,,"Story of Me, The (O contador de histórias) (2009)",146426
9,97722,,Rosewood Lane (2011),146426
0,151799,,Getting Straight (1970),140812
1,70670,,Second Wind (Le deuxième souffle) (Second Breath) (1966),140812
2,100077,,Made in Hong Kong (Xiang Gang zhi zao) (1997),140812
3,163096,,Antony and Cleopatra (1972),140812
4,127,,"Silences of the Palace, The (Saimt el Qusur) (1994)",140812
5,51847,,Right at Your Door (2006),140812
6,150635,,The Battle Of The Villa Fiorita (1965),140812
7,127494,,Sofie (1992),140812
8,80094,,"Last Exorcism, The (2010)",140812
9,4033,,Thirteen Days (2000),140812
0,4351,,Point Break (1991),136492
1,6294,,Bulletproof Monk (2003),136492
2,6947,,Master and Commander: The Far Side of the World (2003),136492
3,100081,,Bad Luck (Zezowate szczescie) (1960),136492
4,4645,,Cure (1997),136492
5,34464,,Christmas in August (Palwolui Christmas) (1998),136492
6,52199,,Damnation (Karhozat) (1987),136492
7,44397,,"Hills Have Eyes, The (2006)",136492
8,6536,,Sinbad: Legend of the Seven Seas (2003),136492
9,6281,,Phone Booth (2002),136492
0,52724,,Lucky You (2007),140785
1,109452,,Omar (2013),140785
2,99861,,Jesse Stone: Sea Change (2007),140785
3,65259,,Involuntary (De ofrivilliga) (2008),140785
4,134957,,Ada Apa Dengan Cinta? (2002),140785
5,67799,,The Butterfly Effect 3: Revelations (2009),140785
6,108780,,Labor Day (2013),140785
7,81164,,"Hole, The (2009)",140785
8,32928,,Control (2004),140785
9,152465,,Vipers (2008),140785
0,113080,,"Burma Conspiracy, The (Largo Winch II) (2011)",140805
1,53460,,Surf's Up (2007),140805
2,95309,,Seeking a Friend for the End of the World (2012),140805
3,150568,,2 Autumns 3 Winters (2013),140805
4,55805,,Before the Devil Knows You're Dead (2007),140805
5,130292,,Alphabet (2013),140805
6,146344,,Elämältä kaiken sain,140805
7,153012,,Aashiq Banaya Aapne (2005),140805
8,105869,,Kill Your Darlings (2013),140805
9,149988,,Dossier K. (2009),140805
0,377,,Speed (1994),140811
1,56174,,I Am Legend (2007),140811
2,541,4.0,Blade Runner (1982),140811
3,480,,Jurassic Park (1993),140811
4,1291,,Indiana Jones and the Last Crusade (1989),140811
5,2628,,Star Wars: Episode I - The Phantom Menace (1999),140811
6,2324,,Life Is Beautiful (La Vita è bella) (1997),140811
7,1206,,"Clockwork Orange, A (1971)",140811
8,1203,4.5,12 Angry Men (1957),140811
9,7387,,Dawn of the Dead (1978),140811
0,114180,,"Maze Runner, The (2014)",138633
1,163194,,Davy Crockett and the River Pirates (1956),138633
2,59935,,Flesh Gordon (1974),138633
3,344,,Ace Ventura: Pet Detective (1994),138633
4,3489,,Hook (1991),138633
5,4776,,Training Day (2001),138633
6,153084,,Love on the Ground (1984),138633
7,153891,,Herbstmilch (1989),138633
8,5021,,Murder by Death (1976),138633
9,142488,,Spotlight (2015),138633
0,122902,,Fantastic Four (2015),140741
1,8644,,"I, Robot (2004)",140741
2,6942,,Love Actually (2003),140741
3,106916,,American Hustle (2013),140741
4,8772,,"Spy Who Came in from the Cold, The (1965)",140741
5,48394,,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",140741
6,94864,,Prometheus (2012),140741
7,164179,4.0,Arrival (2016),140741
8,5021,,Murder by Death (1976),140741
9,6185,,Dark Blue (2003),140741
0,113080,,"Burma Conspiracy, The (Largo Winch II) (2011)",149635
1,8644,,"I, Robot (2004)",149635
2,53460,,Surf's Up (2007),149635
3,95309,,Seeking a Friend for the End of the World (2012),149635
4,150568,,2 Autumns 3 Winters (2013),149635
5,55805,,Before the Devil Knows You're Dead (2007),149635
6,146344,,Elämältä kaiken sain,149635
7,153012,,Aashiq Banaya Aapne (2005),149635
8,105869,,Kill Your Darlings (2013),149635
9,149988,,Dossier K. (2009),149635
0,126575,,Everly (2014),140809
1,8874,,Shaun of the Dead (2004),140809
2,49735,,Another Gay Movie (2006),140809
3,162106,,The Fjällbacka Murders: The Queen of Lights (2013),140809
4,162292,,I Was Here (2008),140809
5,7360,,Dawn of the Dead (2004),140809
6,158528,,The Shallows (2016),140809
7,88129,,Drive (2011),140809
8,151781,,Ghost in the Shell: Solid State Society (2006),140809
9,113565,,"Sacrament, The (2013)",140809
0,4645,,Cure (1997),127251
1,39818,,"Swindle, The (Bidone, Il) (1955)",127251
2,8772,,"Spy Who Came in from the Cold, The (1965)",127251
3,67799,,The Butterfly Effect 3: Revelations (2009),127251
4,34464,,Christmas in August (Palwolui Christmas) (1998),127251
5,27397,,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),127251
6,82476,,Interrupted Melody (1955),127251
7,104043,,Two Guys Talkin' About Girls (1995),127251
8,5021,,Murder by Death (1976),127251
9,1609,,187 (One Eight Seven) (1997),127251
0,34048,,War of the Worlds (2005),138421
1,152081,,Zootopia (2016),138421
2,111364,,Godzilla (2014),138421
3,30793,,Charlie and the Chocolate Factory (2005),138421
4,6711,,Lost in Translation (2003),138421
5,107406,,Snowpiercer (2013),138421
6,115713,,Ex Machina (2015),138421
7,104374,,About Time (2013),138421
8,110553,,The Amazing Spider-Man 2 (2014),138421
9,94864,,Prometheus (2012),138421
0,51662,,300 (2007),138173
1,8370,,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",138173
2,8644,,"I, Robot (2004)",138173
3,96131,,K-20: The Fiend with Twenty Faces (2008),138173
4,5480,,Stuart Little 2 (2002),138173
5,6711,,Lost in Translation (2003),138173
6,79702,,Scott Pilgrim vs. the World (2010),138173
7,119145,4.5,Kingsman: The Secret Service (2015),138173
8,48394,,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",138173
9,164179,5.0,Arrival (2016),138173
0,135133,,The Hunger Games: Mockingjay - Part 2 (2015),140801
1,96079,,Skyfall (2012),140801
2,5349,,Spider-Man (2002),140801
3,296,,Pulp Fiction (1994),140801
4,4370,,A.I. Artificial Intelligence (2001),140801
5,47610,,"Illusionist, The (2006)",140801
6,103249,,World War Z (2013),140801
7,87306,,Super 8 (2011),140801
8,90746,,"Adventures of Tintin, The (2011)",140801
9,64622,,"Reader, The (2008)",140801
0,377,,Speed (1994),117611
1,1690,,Alien: Resurrection (1997),117611
2,1019,,"20,000 Leagues Under the Sea (1954)",117611
3,3210,,Fast Times at Ridgemont High (1982),117611
4,1729,3.5,Jackie Brown (1997),117611
5,1059,,William Shakespeare's Romeo + Juliet (1996),117611
6,2997,5.0,Being John Malkovich (1999),117611
7,2167,,Blade (1998),117611
8,1609,,187 (One Eight Seven) (1997),117611
9,6281,,Phone Booth (2002),117611
0,733,,"Rock, The (1996)",140798
1,1198,,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),140798
2,7771,,Zorba the Greek (Alexis Zorbas) (1964),140798
3,1248,,Touch of Evil (1958),140798
4,8772,,"Spy Who Came in from the Cold, The (1965)",140798
5,32058,,Class Action (1991),140798
6,7112,,Accident (1967),140798
7,109374,,"Grand Budapest Hotel, The (2014)",140798
8,1200,,Aliens (1986),140798
9,5111,,"Good Son, The (1993)",140798
0,164230,,Money Play$ (1998),196701
1,1907,,Mulan (1998),196701
2,5433,,Silver Bullet (Stephen King's Silver Bullet) (1985),196701
3,6593,,Freaky Friday (2003),196701
4,832,,Ransom (1996),196701
5,7387,,Dawn of the Dead (1978),196701
6,1840,,He Got Game (1998),196701
7,3917,,Hellraiser (1987),196701
8,2167,,Blade (1998),196701
9,5343,,"Temp, The (1993)",196701
0,56174,,I Am Legend (2007),140804
1,122926,,Untitled Spider-Man Reboot (2017),140804
2,5816,,Harry Potter and the Chamber of Secrets (2002),140804
3,44199,,Inside Man (2006),140804
4,7147,,Big Fish (2003),140804
5,115713,,Ex Machina (2015),140804
6,46578,,Little Miss Sunshine (2006),140804
7,168250,,Get Out (2017),140804
8,94864,,Prometheus (2012),140804
9,4848,,Mulholland Drive (2001),140804
0,31867,,Man of the House (2005),108790
1,116485,,The Skinny (2012),108790
2,49284,,10 Items or Less (2006),108790
3,129737,,Unfinished Business (2015),108790
4,80775,,Tamara Drewe (2010),108790
5,147010,,Thou Gild'st the Even (2013),108790
6,142925,,A Christmas Horror Story (2015),108790
7,120857,,Bloodsuckers (2005),108790
8,69429,,Home from the Hill (1960),108790
9,84738,,Slaughter (2009),108790
0,5872,,Die Another Day (2002),140784
1,69278,,Land of the Lost (2009),140784
2,6294,,Bulletproof Monk (2003),140784
3,156799,,O Candidato Honesto (2014),140784
4,142861,,Cemetery of Splendour (2015),140784
5,167632,,"Raging Sun, Raging Sky (2009)",140784
6,73268,,Daybreakers (2010),140784
7,55282,,30 Days of Night (2007),140784
8,153816,,Tashan (2008),140784
9,84525,,Virus X (2010),140784
0,69278,,Land of the Lost (2009),134994
1,122926,,Untitled Spider-Man Reboot (2017),134994
2,103228,,Pacific Rim (2013),134994
3,91542,,Sherlock Holmes: A Game of Shadows (2011),134994
4,162662,,Hockney (2014),134994
5,104361,,Ain't Them Bodies Saints (2013),134994
6,46578,,Little Miss Sunshine (2006),134994
7,58879,,Shine a Light (2008),134994
8,84525,,Virus X (2010),134994
9,115210,,Fury (2014),134994
0,73678,,Year of the Comet (1992),140802
1,1036,,Die Hard (1988),140802
2,3578,,Gladiator (2000),140802
3,1801,,"Man in the Iron Mask, The (1998)",140802
4,1270,,Back to the Future (1985),140802
5,2003,,Gremlins (1984),140802
6,165,,Die Hard: With a Vengeance (1995),140802
7,7748,,Pierrot le fou (1965),140802
8,3741,,Badlands (1973),140802
9,628,,Primal Fear (1996),140802
0,5872,,Die Another Day (2002),148142
1,60072,,Wanted (2008),148142
2,8644,,"I, Robot (2004)",148142
3,59501,,"Chronicles of Narnia: Prince Caspian, The (2008)",148142
4,86911,,"Hangover Part II, The (2011)",148142
5,6323,,Identity (2003),148142
6,106916,,American Hustle (2013),148142
7,81591,,Black Swan (2010),148142
8,44397,,"Hills Have Eyes, The (2006)",148142
9,4963,,Ocean's Eleven (2001),148142
0,141808,,A Summer to Remember (1960),139093
1,3210,,Fast Times at Ridgemont High (1982),139093
2,6421,,"Rare Breed, The (1966)",139093
3,106924,,Zatoichi the Fugitive (Zatôichi kyôjô-tabi) (Zatôichi 4) (1963),139093
4,3103,,Stanley & Iris (1990),139093
5,39818,,"Swindle, The (Bidone, Il) (1955)",139093
6,2971,,All That Jazz (1979),139093
7,1840,,He Got Game (1998),139093
8,3679,,"Decline of Western Civilization, The (1981)",139093
9,69429,,Home from the Hill (1960),139093
0,121551,,Battle of the Amazons (1973),140791
1,100077,,Made in Hong Kong (Xiang Gang zhi zao) (1997),140791
2,102821,,India: Matri Bhumi (1959),140791
3,1283,3.0,High Noon (1952),140791
4,6668,,"Road Home, The (Wo de fu qin mu qin) (1999)",140791
5,6526,,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),140791
6,3676,,Eraserhead (1977),140791
7,1350,,"Omen, The (1976)",140791
8,26214,,Taste the Blood of Dracula (1970),140791
9,1438,,Dante's Peak (1997),140791
0,85414,,Source Code (2011),122673
1,34405,,Serenity (2005),122673
2,130634,,Furious 7 (2015),122673
3,3793,,X-Men (2000),122673
4,8644,,"I, Robot (2004)",122673
5,148797,,Ginger & Cinnamon (2003),122673
6,8948,,Alfie (2004),122673
7,102481,,"Internship, The (2013)",122673
8,106916,,American Hustle (2013),122673
9,99728,,Gangster Squad (2013),122673
0,91630,,Mission: Impossible - Ghost Protocol (2011),140796
1,6934,,"Matrix Revolutions, The (2003)",140796
2,59615,,Indiana Jones and the Kingdom of the Crystal Skull (2008),140796
3,103335,,Despicable Me 2 (2013),140796
4,102123,,This Is the End (2013),140796
5,44199,,Inside Man (2006),140796
6,7147,,Big Fish (2003),140796
7,46578,,Little Miss Sunshine (2006),140796
8,45499,,X-Men: The Last Stand (2006),140796
9,58025,,Jumper (2008),140796
0,7108,,Crime Story (Zhong an zu) (1993),187576
1,34624,,Summer Magic (1963),187576
2,118718,,White Mischief (1987),187576
3,2008,,"This World, Then the Fireworks (1997)",187576
4,30991,,Powwow Highway (1989),187576
5,8772,,"Spy Who Came in from the Cold, The (1965)",187576
6,125013,,The Only Thrill (1997),187576
7,27348,,Needing You... (Goo naam gwa neui) (2000),187576
8,124178,,The King and Four Queens (1956),187576
0,5872,,Die Another Day (2002),115748
1,122900,,Ant-Man (2015),115748
2,79695,,"Expendables, The (2010)",115748
3,8644,,"I, Robot (2004)",115748
4,59501,,"Chronicles of Narnia: Prince Caspian, The (2008)",115748
5,59369,,Taken (2008),115748
6,88129,,Drive (2011),115748
7,81847,,Tangled (2010),115748
8,45447,,"Da Vinci Code, The (2006)",115748
9,63113,,Quantum of Solace (2008),115748
0,73678,,Year of the Comet (1992),140786
1,1036,,Die Hard (1988),140786
2,3578,,Gladiator (2000),140786
3,1801,,"Man in the Iron Mask, The (1998)",140786
4,1270,,Back to the Future (1985),140786
5,2003,,Gremlins (1984),140786
6,165,,Die Hard: With a Vengeance (1995),140786
7,7748,,Pierrot le fou (1965),140786
8,3741,,Badlands (1973),140786
9,628,,Primal Fear (1996),140786
0,89000,,Carancho (2010),102523
1,6868,,Wonderland (2003),102523
2,107730,,By the People: The Election of Barack Obama (2009),102523
3,6700,,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",102523
4,104361,,Ain't Them Bodies Saints (2013),102523
5,113849,,Headshot (2011),102523
6,70410,,"Killing Room, The (2009)",102523
7,4699,,Original Sin (2001),102523
8,100452,,"Devil's Tomb, The (2009)",102523
0,69278,,Land of the Lost (2009),147648
1,26794,,"Heroic Trio, The (Dung fong saam hap) (1993)",147648
2,61248,,Death Race (2008),147648
3,141808,,A Summer to Remember (1960),147648
4,1248,,Touch of Evil (1958),147648
5,8772,,"Spy Who Came in from the Cold, The (1965)",147648
6,87094,,Dreams (Kvinnodröm) (1955),147648
7,104361,,Ain't Them Bodies Saints (2013),147648
8,69429,,Home from the Hill (1960),147648
9,84525,,Virus X (2010),147648
0,5872,,Die Another Day (2002),130686
1,111844,,Bad Asses (Bad Ass 2) (2014),130686
2,69278,,Land of the Lost (2009),130686
3,106599,,Breakout (2013),130686
4,49284,,10 Items or Less (2006),130686
5,159622,,8213: Gacy House (2010),130686
6,44397,3.5,"Hills Have Eyes, The (2006)",130686
7,100452,,"Devil's Tomb, The (2009)",130686
0,122902,,Fantastic Four (2015),135793
1,54286,,"Bourne Ultimatum, The (2007)",135793
2,6709,,Once Upon a Time in Mexico (2003),135793
3,5577,,Igby Goes Down (2002),135793
4,6942,,Love Actually (2003),135793
5,106916,,American Hustle (2013),135793
6,46101,,The Great New Wonderful (2005),135793
7,113378,,"Giver, The (2014)",135793
8,81164,,"Hole, The (2009)",135793
9,162580,,Paradise (2015),135793
0,1378,,Young Guns (1988),184136
1,2322,,Soldier (1998),184136
2,30810,,"Life Aquatic with Steve Zissou, The (2004)",184136
3,1302,,Field of Dreams (1989),184136
4,2053,,"Honey, I Blew Up the Kid (1992)",184136
